id	loc	bytes	jp	en	edited_en
192:$6DC0	218:$5353	10	アイテムをそう信しました。	Item sent.	
192:$6DCF	218:$535E	15	<number:19:C5>さんから<br><number:1A:C5>が<br>おくられてきました。	From <number:19:C5>:<br><number:1A:C5>	
192:$6DE9	218:$536E	29	ほかにもアイテムをおくりますか？<br><br><hspace:18>はい<hspace:40>いいえ	Send another item?<br><br><hspace:18>Yes<hspace:40>No	
192:$6E05	218:$538C	34	かわりになにかアイテムをあげますか？<br><br><hspace:18>はい<hspace:40>いいえ	Give an item in return?<br><br><hspace:18>Yes<hspace:40>No	
192:$6E23	218:$53AF	39	通信中にエラーがおこりました。<br>もう一度さいしょから<br>おねがいします。	Communication error.<br>Please start over.	
192:$6E4C	218:$53D7	61	日記かきこみでいじょうが<br>はっせいしました。もう一度<br>さいしょからおねがいします。	An error occurred while<br>writing the Diary.<br>Please start over.	
192:$6E7A	218:$5415	58	一方がアイテムをおくるばあい<br>もう一方は もらうを<br>せんたくしてください。	If one player selects Send,<br>the other must select Receive.	
192:$6EA4	218:$5450	55	どちらか通信モードがちがいます。<br>ただしい通信モードをえらんで<br>さいしょからおねがいします。	Link modes differ.<br>Select the same mode<br>and start over.	
192:$6ED7	218:$5488	70	「sos」のじゅもんをおくりました。<br>きゅうじょが しゅうりょうしましたら<br>また ケーブルで通信してください。	Sent the SOS Password.<br>After the rescue, connect<br>the Link Cable again.	
192:$6F11	218:$54CF	34	アイテムこうかんをやめます。<br>よろしいですか？<br><hspace:18>はい<hspace:40>いいえ	Stop the Item Exchange?<br><br><hspace:18>Yes<hspace:40>No	
192:$6F33	218:$54F2	56	もっているどうぐとお金がなくなり<br>町にもどります。よろしいですか？<br><hspace:18>はい<hspace:40>いいえ	Lose all items and Gitan,<br>then return to town?<br><hspace:18>Yes<hspace:40>No	
192:$6F61	218:$552B	56	もっているどうぐとお金がなくなり<br>ろうやにもどります。よろしいですか？<br><hspace:18>はい<hspace:40>いいえ	Lose all items and Gitan,<br>then return to jail?<br><hspace:18>Yes<hspace:40>No	
192:$6F90	218:$5564	4	おくる	Send	
192:$6F94	218:$5569	3	うけとる	Get	
192:$6F99	218:$556D	8	そうさ	Controls	
192:$6F9D	218:$5576	4	テクニック	Tech	
192:$6FA3	218:$557B	7	おうぎ	Secrets	
192:$6FA7	218:$5583	4	おわる	Quit	
192:$6FAB	218:$5588	13	そうさせつめい	Control Guide	
192:$6FB3	218:$5596	16	「sos」のじゅもんは<br><cF8>0<br>です。	SOS Password:<br><cF8>0	
192:$6FC6	218:$55A7	20	「ふっかつ」のじゅもんは<br><cF8>1<br>です。	Revival Password:<br><cF8>1	
192:$6FDA	218:$55BC	26	げんざいパスワードは<br>とうろくされていません。	No Password is registered.	
192:$6FF2	218:$55D7	69	おめでとう！！<page><br>風来きゅうじょたいにもどり<br>さっそく ほうこくしよう！	Congratulations!!<page><box>Return to the Rescue Team<br>and report your success!	
192:$7019	218:$561D	16	かいせきに<br>しっぱいしました	Analysis failed.	
192:$7028	218:$562E	53	ふっかつしました！<br>つづきからを えらんでください。<br>ゲームが さいかいできます。	Revival complete!<br>Select Continue<br>to resume the game.	
192:$7052	218:$5664	49	「おれい」のじゅもんは<br>「<cF8>2」 です。<br>助けてくれた人にわたしましょう。	"Thank-You Password:<br>""<cF8>2""<br>Give it to your rescuer."	
192:$707A	218:$5696	54	きゅうじょされなくなります。<br>よろしいですか？<br><hspace:18>はい<hspace:40>いいえ	You will no longer be rescued.<br>Are you sure?<br><hspace:18>Yes<hspace:40>No	
192:$709C	218:$56CD	35	いまのところ<br>助けをよぶ じょうきょうには<br>なっていません。	You cannot call for help<br>right now.	
192:$70BC	218:$56F1	8	じゅもん	Password	
192:$70C1	218:$56FA	5	ケーブル	Cable	
192:$70C6	218:$5700	36	 <number:19:C5><br> <copy:03:1A:C5>ギタン<br> もちきん<copy:04:1D:C5>ギタン	 <number:19:C5><br> <copy:03:1A:C5> Gitan<br> Funds: <copy:04:1D:C5> Gitan	
192:$70E2	218:$5725	5	<copy:01:19:C5>f	<copy:01:19:C5>F	
192:$70E8	218:$572B	23	とっくんするダンジョンは？	Train in which dungeon?	
192:$70F6	218:$5743	18	どのばしょへ いきますか？	Where will you go?	
192:$7104	218:$5756	7	あずける	Deposit	
192:$7109	218:$575E	8	出す	Withdraw	
192:$710D	218:$5767	4	やめる	Quit	
192:$7111	218:$576C	3	はい	Yes	
192:$7114	218:$5770	2	いいえ	No	
192:$7118	218:$5773	6	ルール1	Rule 1	
192:$711D	218:$577A	6	ルール2	Rule 2	
192:$7122	218:$5781	6	ルール3	Rule 3	
192:$7127	218:$5788	3	かう	Buy	
192:$712A	218:$578C	4	うる	Sell	
192:$712D	218:$5791	7	すてる	Discard	
192:$7131	218:$5799	5	ゴミすて	Trash	
192:$7136	218:$579F	4	ちゅうい	Info	
192:$713B	218:$57A4	6	とりけす	Cancel	
192:$7140	218:$57AB	8	ひきだす	Withdraw	
192:$7145	218:$57B4	5	きたえる	Forge	
192:$714A	218:$57BA	6	しゅうり	Repair	
192:$714F	218:$57C1	6	はずす	Remove	
192:$7153	218:$57C8	9	合成	Synthesis	
192:$7158	218:$57D2	5	くんれん	Train	
192:$715D	218:$57D8	6	とっくん	Train+	
192:$7162	218:$57DF	8	<passwordLeft><passwordRight>	Password	
192:$7167	218:$57E8	2	オッケ<EE>	OK	
192:$716C	218:$57EB	5	入力	Input	
192:$7171	218:$57F1	4	見る	View	
192:$7175	218:$57F6	5	あとで	Later	
192:$7179	218:$57FC	4	つぎへ	Next	
192:$717D	218:$5801	3	sos	SOS	
192:$7181	218:$5805	6	ふっかつ	Revive	
192:$7186	218:$580C	6	おれい	Thanks	
192:$718A	218:$5813	17	冒険のりれき	Adventure History	
192:$7193	218:$5825	14	クリアキャンペーン	Clear Campaign	
192:$719D	218:$5834	13	真<D2>風来人	True Wanderer	
192:$71A7	218:$5842	18	sosのじゅもん説明	SOS Password Guide	
192:$71B4	218:$5855	44	マーモ<speaker>どうする？<br><br><hspace:18>あずける<hspace:2E>ひきだす	Mamo: What will you do?<br><br><hspace:18>Deposit<hspace:2C>Withdraw	
192:$71CD	218:$5882	15	救助待ち	Awaiting Rescue	
192:$71D5	218:$5892	63	マーモ<speaker>マーモリー<D2>チューイ！<br> 壺の中のモノは消えるよお？<br><hspace:18>はい<hspace:40>いいえ	Mamo: Mamo-ry WARNING!<br>Items inside Pots will vanish!<br><hspace:18>Yes<hspace:40>No	
192:$7202	218:$58D2	26	ペケジを なかまにしますか？<br><br><hspace:18>はい<hspace:40>いいえ	Recruit Pekeji?<br><br><hspace:18>Yes<hspace:40>No	
192:$721C	218:$58ED	24	お竜を なかまにしますか？<br><br><hspace:18>はい<hspace:40>いいえ	Recruit Oryu?<br><br><hspace:18>Yes<hspace:40>No	
192:$7236	218:$5906	24	マーモを なかまにしますか？<br><br><hspace:18>はい<hspace:40>いいえ	Recruit Mamo?<br><br><hspace:18>Yes<hspace:40>No	
192:$7250	218:$591F	22	<cF8>hをなかまにしますか？<br><br><hspace:18>はい<hspace:40>いいえ	Recruit <cF8>h?<br><br><hspace:18>Yes<hspace:40>No	
192:$7268	218:$5936	24	ンフーを なかまにしますか？<br><br><hspace:18>はい<hspace:40>いいえ	Recruit Nfuu?<br><br><hspace:18>Yes<hspace:40>No	
192:$7282	218:$594F	29	このアイテムをすてますか？<br><br><hspace:18>はい<hspace:40>いいえ	Discard this item?<br><br><hspace:18>Yes<hspace:40>No	
192:$729B	218:$596D	11	<br><br><hspace:18>はい<hspace:40>いいえ	<br><br><hspace:18>Yes<hspace:40>No	
192:$72A7	218:$5979	37	オロ<speaker>ワナ道の せつめいを<br> きくかい？<br><hspace:18>はい<hspace:40>いいえ	Oro: Hear the Wanado<br>rules?<br><hspace:18>Yes<hspace:40>No	
192:$72C8	218:$599F	31	オロ<speaker>オー ちょうせんするかい？<br><br><hspace:18>はい<hspace:40>いいえ	Oro: Will you enter?<br><br><hspace:18>Yes<hspace:40>No	
192:$72E5	218:$59BF	50	コッパ<speaker><name> どうする？<br> ンフーの おねがいを きくか？<br><hspace:18>はい<hspace:40>いいえ	Koppa: <name>,<br>will you hear Nfuu's request?<br><hspace:18>Yes<hspace:40>No	
192:$730E	218:$59F2	46	ンフー<speaker>せつめい おわりでフ。<br> もう一度 ききまフか？<br><hspace:18>はい<hspace:40>いいえ	Nfuu: That's all, fu.<br>Hear it again?<br><hspace:18>Yes<hspace:40>No	
192:$7338	218:$5A21	35	古代遺跡へ 向かいますか？<br><br><hspace:18>はい<hspace:40>いいえ	Go to the Ancient Ruins?<br><br><hspace:18>Yes<hspace:40>No	
192:$7356	218:$5A45	34	魔城東小天守へ むかいますか？<br><br><hspace:18>はい<hspace:40>いいえ	Go to the Castle Tower?<br><br><hspace:18>Yes<hspace:40>No	
192:$7377	218:$5A68	33	魔城大天守閣へ むかいますか？<br><br><hspace:18>はい<hspace:40>いいえ	Go to the Castle Keep?<br><br><hspace:18>Yes<hspace:40>No	
192:$7398	218:$5A8A	33	ジャハンナムのとびらへ<br>むかいますか？<br><hspace:18>はい<hspace:40>いいえ	Go to Jahannam's Gate?<br><br><hspace:18>Yes<hspace:40>No	
192:$73B6	218:$5AAC	31	トンファンの穴に 入りますか？<br><br><hspace:18>はい<hspace:40>いいえ	Enter Tonfan's Hole?<br><br><hspace:18>Yes<hspace:40>No	
192:$73D3	218:$5ACC	28	ワナ道に ちょうせんしますか？<br><br><hspace:18>はい<hspace:40>いいえ	Enter the Wanado?<br><br><hspace:18>Yes<hspace:40>No	
192:$73EF	218:$5AE9	38	かまどへ 入りますか？<br><br><hspace:18>はい<hspace:40>いいえ	Enter Blacksmith's Furnace?<br><br><hspace:18>Yes<hspace:40>No	
192:$7407	218:$5B10	30	壺の洞窟へ 入りますか？<br><br><hspace:18>はい<hspace:40>いいえ	Enter the Pot Cave?<br><br><hspace:18>Yes<hspace:40>No	
192:$7423	218:$5B2F	121	ともだちのカセットで 助けて<br>もらえば たおれたところから<br>ふっかつできるぞ！<page><box>ともだちが助けてくれるのを<br>待ちますか？<br><hspace:18>はい<hspace:40>いいえ	A friend can rescue you<br>with another cartridge and<br>revive you where you fell!<page><box>Wait for a friend to<br>rescue you?<br><hspace:18>Yes<hspace:40>No	
192:$746E	218:$5BA9	33	お助けゲートに 入りますか？<br><br><hspace:18>はい<hspace:40>いいえ	Enter the Rescue Gate?<br><br><hspace:18>Yes<hspace:40>No	
192:$748A	218:$5BCB	51	リヒピシ<speaker>、、で いいこと<br> おしえてあげようか？<br><hspace:18>はい<hspace:40>いいえ	Rihipishi: Want to hear<br>something useful?<br><hspace:18>Yes<hspace:40>No	
192:$74AF	218:$5BFF	28	アイテムをあきらめますか？<br><br><hspace:18>はい<hspace:40>いいえ	Give up the item?<br><br><hspace:18>Yes<hspace:40>No	
192:$74C8	218:$5C1C	38	かみきれを 見ますか？<br><br><hspace:18>はい<hspace:40>いいえ	Look at the scrap of paper?<br><br><hspace:18>Yes<hspace:40>No	
192:$74E0	218:$5C43	26	よんで みますか？<br><br><hspace:18>はい<hspace:40>いいえ	Try reading it?<br><br><hspace:18>Yes<hspace:40>No	
192:$74F5	218:$5C5E	31	イルパの町に帰りますか？<br><br><hspace:18>はい<hspace:40>いいえ	Return to Ilpa Town?<br><br><hspace:18>Yes<hspace:40>No	
192:$750F	218:$5C7E	36	オロ<speaker>もういちど せつめいを<br> きくかい？<br><hspace:18>はい<hspace:40>いいえ	Oro: Hear the rules<br>again?<br><hspace:18>Yes<hspace:40>No	
192:$7530	218:$5CA3	9	ものくれ	Give Item	
192:$7535	218:$5CAD	15	ぶきたて	Weapons/Shields	
192:$753A	218:$5CBD	15	うでくさ	Bracelets/Grass	
192:$753F	218:$5CCD	14	まきつえ	Scrolls/Staves	
192:$7544	218:$5CDC	11	つぼや	Pots/Arrows	
192:$7548	218:$5CE8	4	にく	Meat	
192:$754B	218:$5CED	8	ぶき1	Weapon 1	
192:$754F	218:$5CF6	8	ぶき2	Weapon 2	
192:$7553	218:$5CFF	8	たて1	Shield 1	
192:$7557	218:$5D08	8	たて2	Shield 2	
192:$755B	218:$5D11	10	うでわ1	Bracelet 1	
192:$7560	218:$5D1C	10	うでわ2	Bracelet 2	
192:$7565	218:$5D27	5	くさ	Grass	
192:$7568	218:$5D2D	8	まきも1	Scroll 1	
192:$756D	218:$5D36	8	まきも2	Scroll 2	
192:$7572	218:$5D3F	7	つえ1	Staff 1	
192:$7576	218:$5D47	7	つえ2	Staff 2	
192:$757A	218:$5D4F	3	つぼ	Pot	
192:$757D	218:$5D53	5	や	Arrow	
192:$757F	218:$5D59	3	あ<EE>う	A-U	
192:$7583	218:$5D5D	4	う<EE>か	U-KA	
192:$7587	218:$5D62	6	か<EE>ぎゃ	KA-GYA	
192:$758C	218:$5D69	6	ぎゃ<EE>こ	GYA-KO	
192:$7591	218:$5D70	5	こ<EE>じゃ	KO-JA	
192:$7596	218:$5D76	6	じ<EE>ちょ	JI-CHO	
192:$759B	218:$5D7D	6	ち<EE>ど	CHI-DO	
192:$759F	218:$5D84	5	に<EE>ば	NI-BA	
192:$75A3	218:$5D8A	6	ば<EE>ひゃ	BA-HYA	
192:$75A8	218:$5D91	5	ぴ<EE>ま	PI-MA	
192:$75AC	218:$5D97	5	み<EE>わ	MI-WA	
192:$75B0	218:$5D9D	10	ワルけい	Evil Types	
192:$75B5	218:$5DA8	8	ハタたて	Set Flag	
192:$75BA	218:$5DB1	4	マーモ	Mamo	
192:$75BE	218:$5DB6	5	ロボット	Robot	
192:$75C3	218:$5DBC	7	かまど	Furnace	
192:$75C7	218:$5DC4	4	モアイ	Moai	
192:$75CB	218:$5DC9	2	<delay:F0>	<delay:F0>	
193:$4192	218:$5DCC	26	<lookup:19:C5>に<cF3><copy:01:1B:C5>ポイントのダメージをあたえた。	Hit <lookup:19:C5> for <cF3><copy:01:1B:C5> damage.	
193:$41AC	218:$5DE7	18	<copy:01:19:C5>ポイントのダメージをあたえた。	Dealt <copy:01:19:C5> damage.	
193:$41C0	218:$5DFA	23	<lookup:19:C5>は<cF3><copy:01:1B:C5>ポイントのダメージをうけた。	<lookup:19:C5> took <cF3><copy:01:1B:C5> damage.	
193:$41D9	218:$5E12	31	<lookup:19:C5>から<cF3><copy:01:1B:C5>ポイントのダメージをうけた。	<lookup:19:C5><cF3> hit you for<cF3> <copy:01:1B:C5> damage.	
193:$41F3	218:$5E32	17	<copy:01:19:C5>ポイントのダメージをうけた。	Took <copy:01:19:C5> damage.	
193:$4206	218:$5E44	29	杖のこうかで<br><copy:01:19:C5>ポイントのダメージをあたえた。	The staff dealt <cF3><copy:01:19:C5> damage.	
193:$4222	218:$5E62	13	<name>は ちからつきた。	<name> collapsed.	
193:$422E	218:$5E70	17	<lookup:19:C5>は <cF3>ちからつきた。<page>	<lookup:19:C5><cF3> collapsed.<page>	
193:$423E	218:$5E82	24	しかし <lookup:19:C5>となって<cF3>ふっかつした。	But it revived as<cF3> <lookup:19:C5>!	
193:$4253	218:$5E9B	17	<lookup:19:C5>は <cF3><lookup:1B:C5>を たおした。	<lookup:19:C5><cF3> beat<cF3> <lookup:1B:C5>.	
193:$4266	218:$5EAD	15	<lookup:19:C5>を たおした。	Defeated<cF3> <lookup:19:C5>.	
193:$4272	218:$5EBD	13	<lookup:19:C5>のこうげきは <cF3>はずれた。	<lookup:19:C5><cF3> missed.	
193:$4284	218:$5ECB	27	<lookup:19:C5>のこうげきを <cF3>かわした。	Dodged the attack by<cF3> <lookup:19:C5>.	
193:$4296	218:$5EE7	15	かいしんのいちげき！	A critical hit!	
193:$42A1	218:$5EF7	13	つうこんのいちげき！	A brutal hit!	
193:$42AC	218:$5F05	21	ちょうかいしんのいちげき！	A super critical hit!	
193:$42BA	218:$5F1B	27	<lookup:19:C5>は <cF3>こうげきを はねかえした！	<lookup:19:C5><cF3> reflected the attack!	
193:$42CF	218:$5F37	37	<lookup:19:C5>は <cF3>うけたこうかを ダメージにかえた！	<lookup:19:C5><cF3> turned the effect<cF3> into damage!	
193:$42E8	218:$5F5D	31	<copy:03:19:C5>ポイントの <cF3>経験値をえた。	Gained <copy:03:19:C5><cF3> experience points.	
193:$42FE	218:$5F7D	23	<name>は レベル<copy:01:19:C5>に上がった。	<name> reached<cF3> Level <copy:01:19:C5>.	
193:$4311	218:$5F95	23	<name>は レベル<copy:01:19:C5>に下がった。	<name> fell to<cF3> Level <copy:01:19:C5>.	
193:$4324	218:$5FAD	29	もう じゅうぶん強かった。	You're already strong enough.	
193:$4333	218:$5FCB	30	これいじょうレベルは下がらない。	Your level can't go any lower.	
193:$4345	218:$5FEA	28	<lookup:19:C5>はレベルが上がって<cF3><lookup:1B:C5>になった。	<lookup:19:C5><cF3> leveled up into<cF3> <lookup:1B:C5>.	
193:$435E	218:$6007	30	<lookup:19:C5>はレベルが下がって<cF3><lookup:1B:C5>になった。	<lookup:19:C5><cF3> leveled down into<cF3> <lookup:1B:C5>.	
193:$4377	218:$6026	29	<lookup:19:C5>は <cF3>すこし強くなった。	<lookup:19:C5><cF3> grew a little stronger.	
193:$4389	218:$6044	31	<lookup:19:C5>は <cF3>もう じゅうぶん強かった。	<lookup:19:C5><cF3> is already strong enough.	
193:$439F	218:$6064	33	<lookup:19:C5>のレベルは <cF3>これいじょう下がらない。	<lookup:19:C5>'s level<cF3> can't go any lower.	
193:$43B8	218:$6086	27	<lookup:19:C5>は <cF3>すこしよわくなった。	<lookup:19:C5><cF3> grew a little weaker.	
193:$43CA	218:$60A2	26	<lookup:19:C5>は <cF3>レベル<copy:01:1B:C5>に上がった。	<lookup:19:C5><cF3> reached<cF3> Level <copy:01:1B:C5>.	
193:$43E0	218:$60BD	26	<lookup:19:C5>は <cF3>レベル<copy:01:1B:C5>に下がった。	<lookup:19:C5><cF3> fell to<cF3> Level <copy:01:1B:C5>.	
193:$43F6	218:$60D8	31	<lookup:19:C5>のhpは <cF3>1<25>4になった。	<lookup:19:C5>'s HP<cF3> fell to one quarter.	
193:$4409	218:$60F8	23	矢を そうびしていない。	No arrows are equipped.	
193:$4417	218:$6110	30	ワナのもとを 持っていない。	You don't have any Trap Parts.	
193:$4427	218:$612F	33	とくぎは つかえない。	You can't use<cF3> special abilities.	
193:$4433	218:$6151	27	ちからが <copy:01:19:C5>ポイント下がった。	Strength decreased by <copy:01:19:C5>.	
193:$4447	218:$616D	28	まんぷくどが <cF3><copy:01:19:C5>%に なってしまった！	Fullness dropped to<cF3> <copy:01:19:C5>{F182=%}!	
193:$4460	218:$618A	32	さいだいまんぷくどが<cF3><copy:01:19:C5>%に なってしまった！	Max Fullness dropped to<cF3> <copy:01:19:C5>{F182=%}!	
193:$447C	218:$61AB	24	まんぷくどが <cF3><copy:01:19:C5>%に なった！	Fullness is now<cF3> <copy:01:19:C5>{F182=%}!	
193:$4491	218:$61C4	28	さいだいまんぷくどが<cF3><copy:01:19:C5>%に なった！	Max Fullness is now<cF3> <copy:01:19:C5>{F182=%}!	
193:$44A9	218:$61E1	17	<lookup:19:C5>を ふんだ。	Stepped on<cF3> <lookup:19:C5>.	
193:$44B4	218:$61F3	29	しかし ワナには かからなかった。	But the trap didn't activate.	
193:$44C6	218:$6211	18	<lookup:19:C5>は <cF3>ハラヘリーを となえた！	<lookup:19:C5><cF3> cast Hunger!	
193:$44DA	218:$6224	27	<lookup:19:C5>は <cF3>くねくねダンスをした！	<lookup:19:C5><cF3> did the Twisty Dance!	
193:$44ED	218:$6240	30	<lookup:19:C5>は<cF3>ふしぎなじゅもんを となえた！	<lookup:19:C5><cF3> cast a mysterious spell!	
193:$4503	218:$625F	24	<lookup:19:C5>は <cF3>けいほうを ならした！	<lookup:19:C5><cF3> sounded the alarm!	
193:$4516	218:$6278	19	<lookup:19:C5>の <cF3>目玉が 光った！	<lookup:19:C5>'s eye<cF3> glowed!	
193:$4529	218:$628C	24	<lookup:19:C5>は <cF3>くさいえきを はき出した！	<lookup:19:C5><cF3> spat rotten fluid!	
193:$453F	218:$62A5	13	<lookup:19:C5>は <cF3>とっしんした！	<lookup:19:C5><cF3> lunged!	
193:$454E	218:$62B3	22	<lookup:19:C5>は いしをよけた！	<lookup:19:C5><cF3> dodged the rock!	
193:$455C	218:$62CA	26	<lookup:19:C5>は <cF3>まほうを うちけした！	<lookup:19:C5><cF3> nullified the magic!	
193:$456F	218:$62E5	24	<lookup:19:C5>は <cF3><number:1B:C5>を けした！	<lookup:19:C5><cF3> made <number:1B:C5><cF3> vanish!	
193:$4581	218:$62FE	34	<lookup:19:C5>が <cF3>ほしいものを もっていなかった。	<lookup:19:C5><cF3> didn't have<cF3> what it wanted.	
193:$4599	218:$6321	23	<copy:02:1B:C5>ギタン <cF3>ぬすまれた！	<copy:02:1B:C5> Gitan<cF3> was stolen!	
193:$45A9	218:$6339	18	<copy:02:1B:C5>ギタン <cF3>ぬすんだ！	Stole <cF3><copy:02:1B:C5> Gitan!	
193:$45B8	218:$634C	17	<number:19:C5>を <cF3>ぬすまれた！	<number:19:C5><cF3> was stolen!	
193:$45C6	218:$635E	12	<number:19:C5>を <cF3>ぬすんだ！	Stole <cF3><number:19:C5>!	
193:$45D3	218:$636B	44	<number:19:C5>を <cF3>ほおばって とばした！	It stuffed<cF3> <number:19:C5><cF3> in its cheek and flung it!	
193:$45E6	218:$6398	36	<number:19:C5>を <cF3>ついばんで しょうかした！	It pecked at<cF3> <number:19:C5><cF3> and digested it!	
193:$45FB	218:$63BD	29	ついばもうとして しっぱいした。	It tried to peck, but failed.	
193:$460C	218:$63DB	23	しかし なにも ぬすまれなかった。	But nothing was stolen.	
193:$461E	218:$63F3	30	しかし これいじょう持てない！	But you can't carry<cF3> any more!	
193:$462F	218:$6412	22	<lookup:19:C5>は かたりだした！<br>	<lookup:19:C5><cF3> began chanting!<br>	
193:$463E	218:$6429	38	すべてのアイテムの のろいがとけた！	The curses on your items<cF3> were lifted!	
193:$4651	218:$6450	41	<lookup:19:C5>は <lookup:1B:C5>の<br>パワーをすいとって かいふくした！	<lookup:19:C5><cF3> sapped <lookup:1B:C5>'s<cF3> power and recovered!	
193:$466F	218:$647A	29	<lookup:19:C5>は <cF3>サビてよわくなった。	<lookup:19:C5><cF3> rusted and grew weaker.	
193:$4681	218:$6498	19	<lookup:19:C5>は <cF3>ビショビショになった。	<lookup:19:C5><cF3> was drenched.	
193:$4694	218:$64AC	39	<lookup:19:C5>のこうげきりょくと<cF3>ぼうぎょりょくが下がった！	<lookup:19:C5>'s<cF3> attack power and<cF3> defense fell!	
193:$46B1	218:$64D4	26	<lookup:19:C5>の<cF3>こうげきりょくが下がった！	<lookup:19:C5>'s<cF3> attack power fell!	
193:$46C6	218:$64EF	21	<lookup:19:C5>の<cF3>ぼうぎょりょくが下がった！	<lookup:19:C5>'s<cF3> defense fell!	
193:$46DB	218:$6505	26	<lookup:19:C5>の<cF3>こうげきりょくが上がった！	<lookup:19:C5>'s<cF3> attack power rose!	
193:$46F0	218:$6520	40	<lookup:19:C5>の<cF3>バクハツスイッチが入った！	<lookup:19:C5>'s<cF3> explosion switch<cF3> was activated!	
193:$4705	218:$6549	44	<lookup:19:C5>のこうげきりょくは<br>いちじてきにはんぶんになった！	<lookup:19:C5>'s<cF3> attack power<br>was temporarily halved!	
193:$4723	218:$6576	38	<lookup:19:C5>のさいだいhpは<br>いちじてきにはんぶんになった！	<lookup:19:C5>'s<cF3> Max HP<br>was temporarily halved!	
193:$4740	218:$659D	37	<lookup:19:C5>のレベルは<br>いちじてきにはんぶんになった！	<lookup:19:C5>'s<cF3> level<br>was temporarily halved!	
193:$475A	218:$65C3	32	<lookup:19:C5>のこうげきりょくは<br>はんぶんになった！	<lookup:19:C5>'s<cF3> attack power<br>was halved!	
193:$4772	218:$65E4	27	<lookup:19:C5>のさいだいhpは<cF3>はんぶんになった！	<lookup:19:C5>'s<cF3> Max HP<cF3> was halved!	
193:$4789	218:$6600	26	<lookup:19:C5>のレベルは<cF3>はんぶんになった！	<lookup:19:C5>'s<cF3> level<cF3> was halved!	
193:$479D	218:$661B	41	<lookup:19:C5>のこうげきりょくは<cF3>もとにもどった。	<lookup:19:C5>'s<cF3> attack power<cF3> returned to normal.	
193:$47B4	218:$6645	35	<lookup:19:C5>のさいだいhpは<cF3>もとにもどった。	<lookup:19:C5>'s<cF3> Max HP<cF3> returned to normal.	
193:$47CA	218:$6669	34	<lookup:19:C5>のレベルは<cF3>もとにもどった。	<lookup:19:C5>'s<cF3> level<cF3> returned to normal.	
193:$47DD	218:$668C	18	<lookup:19:C5>は <cF3>足が おそくなった！	<lookup:19:C5><cF3> slowed down!	
193:$47F0	218:$669F	14	<lookup:19:C5>は <cF3>足が はやくなった！	<lookup:19:C5><cF3> sped up!	
193:$4803	218:$66AE	32	<lookup:19:C5>は <cF3>元のはやさにもどった。	<lookup:19:C5><cF3> returned to<cF3> normal speed.	
193:$4817	218:$66CF	22	<lookup:19:C5>は <cF3>こんらんしてしまった！	<lookup:19:C5><cF3> became confused!	
193:$482A	218:$66E6	28	<lookup:19:C5>は <cF3>こんらんがとけた！	<lookup:19:C5><cF3> is no longer confused!	
193:$483B	218:$6703	20	<lookup:19:C5>は <cF3>ねむってしまった、、。	<lookup:19:C5><cF3> fell asleep...	
193:$484E	218:$6718	14	<lookup:19:C5>は <cF3>ねむりからさめた！	<lookup:19:C5><cF3> woke up!	
193:$485F	218:$6727	28	ねむくて なにもできない、、。	Too sleepy to do anything...	
193:$486F	218:$6744	20	<lookup:19:C5>は <cF3>かなしばりにかかった！	<lookup:19:C5><cF3> was paralyzed!	
193:$4882	218:$6759	29	<lookup:19:C5>の <cF3>かなしばりがとけた！	<lookup:19:C5><cF3> is no longer paralyzed!	
193:$4894	218:$6777	18	、、からだが うごかない！！！	...You can't move!	
193:$48A4	218:$678A	18	<lookup:19:C5>は <cF3>目が見えなくなった！	<lookup:19:C5><cF3> was blinded!	
193:$48B8	218:$679D	20	<lookup:19:C5>は <cF3>目がなおった。	<lookup:19:C5><cF3> can see again.	
193:$48C8	218:$67B2	23	<lookup:19:C5>は <cF3>とうめいになった！	<lookup:19:C5><cF3> became invisible!	
193:$48D9	218:$67CA	27	<lookup:19:C5>は <cF3>すがたを あらわした。	<lookup:19:C5><cF3> became visible again.	
193:$48EC	218:$67E6	30	<lookup:19:C5>は <cF3>おにぎりにされた！	<lookup:19:C5><cF3> turned into<cF3> an Onigiri!	
193:$48FD	218:$6805	25	<lookup:19:C5>は <cF3>元のすがたにもどった。	<lookup:19:C5><cF3> returned to normal.	
193:$4911	218:$681F	24	<lookup:19:C5>は <cF3>からぶりするようになった！	<lookup:19:C5><cF3> became inaccurate!	
193:$4926	218:$6838	24	<lookup:19:C5>は <cF3>からぶりがおさまった。	<lookup:19:C5><cF3> is accurate again.	
193:$4939	218:$6851	21	<lookup:19:C5>は <cF3>イカリがこみあげてきた！	<lookup:19:C5><cF3> became enraged!	
193:$494D	218:$6867	18	<lookup:19:C5>のイカリは <cF3>おさまった。	<lookup:19:C5><cF3> calmed down.	
193:$495F	218:$687A	31	<lookup:19:C5>は <cF3>うしろ向きになってしまった！	<lookup:19:C5><cF3> turned to face<cF3> backward!	
193:$4976	218:$689A	26	<lookup:19:C5>は <cF3>前向きになった。	<lookup:19:C5><cF3> faced forward again.	
193:$4988	218:$68B5	19	<lookup:19:C5>は <cF3>口がつかえなくなった！<page>	<lookup:19:C5><cF3> was muzzled!<page>	
193:$499D	218:$68C9	39	<lookup:19:C5>は <cF3>とくぎがつかえなくなった！	<lookup:19:C5>'s<cF3> special abilities<cF3> were sealed!	
193:$49B2	218:$68F1	35	トラバサミにハマってうごけない！！！	Caught in a bear trap!<cF3> Can't move!	
